101	105	0.009828179381614512
105	113	0.006928146717160251
113	125	0.020759541574658997
125	168	0.03344840116279068
168	75	0.18304334815321485
168	95	0.13091014021887817
125	140	0.015970203488372088
140	83	0.13917151162790692
140	198	0.10501453488372098
198	12	0.008898908400569519
198	89	0.014356905552918894
113	121	0.016236279646271234
121	139	0.020097058740829177
139	3	0.1500540399522958
139	68	0.18715526237328564
121	138	0.01660352265451963
138	148	0.011533179218941259
148	73	0.12184415122335267
148	163	0.014783755753391511
163	78	0.10895971760797346
163	178	0.01894725913621259
178	13	0.14724955277280866
178	79	0.10856440071556345
138	141	0.00463687892059364
141	180	0.03907524018009075
180	77	0.1318768168604652
180	189	0.019285973837209203
189	66	0.0860987718839824
189	194	0.018552390906715233
194	8	0.046635329045027166
194	28	0.03476001979218217
141	155	0.017247434238513902
155	61	0.1424715909090909
155	169	0.008691199788583487
169	84	0.14216274856757682
169	191	0.038069809571958046
191	64	0.10075389726552514
191	65	0.10854842831587025
105	106	0.0033711810444676596
106	115	0.013239897498788742
115	192	0.0838602228682171
192	1	0.10300808897876644
192	21	0.11792214357937304
115	135	0.017883963178294604
135	10	0.12812500000000002
135	70	0.23234011627906972
106	114	0.00965254436167636
114	190	0.08369886835548171
190	23	0.036046511627907014
190	90	0.05697674418604653
114	119	0.007870899086378752
119	11	0.16593673500611994
119	151	0.025923730110159082
151	15	0.16038246694026448
151	63	0.10705939352485183
101	102	0.004075771154359328
102	117	0.015900589698968938
117	127	0.014789544769579341
127	149	0.023352124380921598
149	174	0.025125511687232975
174	80	0.11939228472658717
174	176	0.0027007385292267816
176	16	0.12062041003671967
176	195	0.042170287637698894
195	31	0.08378212974296212
195	74	0.06738066095471235
149	156	0.007032918545325194
156	179	0.027600057101328897
179	82	0.10370363556078904
179	197	0.04164520164851332
197	49	0.1171781347398704
197	72	0.10375209781826908
156	175	0.018911570805647846
175	14	0.10413759689922492
175	58	0.12842054263565877
127	146	0.018344823293496976
146	81	0.13326276541961574
146	173	0.023713978766430832
173	5	0.10171431984708505
173	87	0.11921591271105443
117	124	0.009056748835071819
124	145	0.02131404433139537
145	7	0.08691456718346251
145	162	0.01773659560723513
162	85	0.09308186421605408
162	100	0.11622046136534131
124	144	0.016476653343023232
144	25	0.14057544926004228
144	157	0.016401294926004284
157	2	0.09109802121583013
157	32	0.12983221134230935
102	111	0.005998256594635716
111	120	0.017177331775237836
120	150	0.028850040879360474
150	4	0.11394440406976744
150	183	0.031404433139534865
183	96	0.09968653684505471
183	187	0.010778579434015029
187	97	0.09043370756482225
187	99	0.10724071103982893
120	131	0.01221100563226745
131	172	0.039008287228057034
172	67	0.10245074289405673
172	93	0.14173530361757117
131	142	0.010410317423105733
142	19	0.12919175664451832
142	92	0.138250103820598
111	116	0.010075575201506357
116	164	0.04556203442950579
164	26	0.1328579215116278
164	91	0.12295603197674429
116	147	0.03292633766351746
147	20	0.09690824468085102
147	76	0.13564989485403267
101	103	0.005507014518560368
103	110	0.00998033479202626
110	130	0.026423112736191873
130	30	0.18999818313953482
130	170	0.030932049418604668
170	54	0.13945182724252486
170	71	0.18612956810631237
110	118	0.014274561682412808
118	154	0.031770770247900475
154	60	0.09352793927648581
154	62	0.11577438630490958
118	129	0.011833880914890162
129	34	0.16063474213111467
129	137	0.0108768857758621
137	24	0.15017333830923946
137	160	0.018431312853551207
160	29	0.10885416666666663
160	69	0.13533187984496126
103	104	0.004614164662915608
104	108	0.006282573522523401
108	123	0.015661372694858323
123	9	0.22807720867037407
123	165	0.039364651794742134
165	51	0.12647025939177103
165	184	0.024692531305903376
184	41	0.0948228128460687
184	86	0.07959579180509407
108	112	0.006776854049327763
112	182	0.06756639110949611
182	17	0.12347560975609757
182	35	0.13233834373227454
112	126	0.015282446099806182
126	88	0.15712436409883718
126	143	0.014387263808139567
143	36	0.1300174925635479
143	186	0.044401112087614936
186	37	0.13148999459167113
186	39	0.10106814494321256
104	107	0.006975539894991134
107	128	0.02377103887919177
128	6	0.15916022113787376
128	132	0.003630476536544802
132	27	0.13219363190406982
132	158	0.024783112281976688
158	18	0.12650360866078592
158	55	0.1409382518043304
107	109	0.005809720568482668
109	133	0.023937254913093522
133	38	0.19097681025369978
133	166	0.029953422304439703
166	94	0.129283386187456
166	98	0.14978638125440452
109	122	0.01299043404039485
122	136	0.017528703298427584
136	33	0.1399840520025841
136	43	0.17396943636950893
122	134	0.013267081585293366
134	153	0.02184624417535909
153	48	0.12962099605089958
153	59	0.12619295743747252
134	152	0.017397941871152525
152	161	0.01249528315071562
161	45	0.13459064048799085
161	56	0.12122331300038125
152	159	0.012032333128354143
159	171	0.010409994580212877
171	188	0.029975638716017078
188	196	0.026468353594080306
196	47	0.11231225775193807
196	57	0.050478439922480495
188	53	0.11888048361522205
171	185	0.02525691942351782
185	40	0.12318741450068409
185	42	0.0977428180574554
159	167	0.007395237977926676
167	181	0.019679039396043
181	44	0.14258541487223655
181	50	0.10160063163939134
167	177	0.015204681534189537
177	22	0.16131833282996078
177	193	0.030542132286318302
193	46	0.08152038009502373
193	52	0.11615403850962745
